,losses,counter
0,2.311023235321045,0
1,2.3207545280456543,640
2,2.299177885055542,1280
3,2.286210775375366,1920
4,2.308431625366211,2560
5,2.301644802093506,3200
6,2.3256161212921143,3840
7,2.303597927093506,4480
8,2.308000326156616,5120
9,2.3013453483581543,5760
10,2.3009374141693115,6400
11,2.301034688949585,7040
12,2.30991268157959,7680
13,2.3098995685577393,8320
14,2.3061413764953613,8960
15,2.3077876567840576,9600
16,2.3119568824768066,10240
17,2.292072296142578,10880
18,2.2983245849609375,11520
19,2.2999069690704346,12160
20,2.2990493774414062,12800
21,2.3106765747070312,13440
22,2.304816246032715,14080
23,2.303511381149292,14720
24,2.3010759353637695,15360
25,2.3069615364074707,16000
26,2.294677972793579,16640
27,2.295178174972534,17280
28,2.3132073879241943,17920
29,2.3093016147613525,18560
30,2.3091139793395996,19200
31,2.3022871017456055,19840
32,2.314121723175049,20480
33,2.2944068908691406,21120
34,2.303617238998413,21760
35,2.3006932735443115,22400
36,2.3054990768432617,23040
37,2.2902162075042725,23680
38,2.3000824451446533,24320
39,2.3028385639190674,24960
40,2.3010783195495605,25600
41,2.2971742153167725,26240
42,2.304711103439331,26880
43,2.302133083343506,27520
44,2.298290967941284,28160
45,2.3011510372161865,28800
46,2.292954206466675,29440
47,2.3011300563812256,30080
48,2.2925374507904053,30720
49,2.2989931106567383,31360
50,2.301875114440918,32000
51,2.30155348777771,32640
52,2.2976861000061035,33280
53,2.3043196201324463,33920
54,2.2992236614227295,34560
55,2.296765089035034,35200
56,2.305713176727295,35840
57,2.2944867610931396,36480
58,2.29337739944458,37120
59,2.2976529598236084,37760
60,2.295663356781006,38400
61,2.2860047817230225,39040
62,2.294238328933716,39680
63,2.3015124797821045,40320
64,2.299957036972046,40960
65,2.2966108322143555,41600
66,2.288027286529541,42240
67,2.2914531230926514,42880
68,2.302919864654541,43520
69,2.296057939529419,44160
70,2.2957839965820312,44800
71,2.28997540473938,45440
72,2.2914316654205322,46080
73,2.295405387878418,46720
74,2.2947838306427,47360
75,2.2932798862457275,48000
76,2.293485641479492,48640
77,2.2921574115753174,49280
78,2.2954020500183105,49920
79,2.297288656234741,50560
80,2.2931292057037354,51200
81,2.287720203399658,51840
82,2.286757230758667,52480
83,2.2859067916870117,53120
84,2.2903265953063965,53760
85,2.2716946601867676,54400
86,2.2763280868530273,55040
87,2.2967121601104736,55680
88,2.2808609008789062,56320
89,2.2852578163146973,56960
90,2.2915446758270264,57600
91,2.2754907608032227,58240
92,2.2812366485595703,58880
93,2.2818102836608887,59520
94,2.281999111175537,60000
95,2.268404722213745,60640
96,2.277567148208618,61280
97,2.266906261444092,61920
98,2.2549943923950195,62560
99,2.2571821212768555,63200
100,2.245931625366211,63840
101,2.2555899620056152,64480
102,2.2131621837615967,65120
103,2.256951093673706,65760
104,2.249505043029785,66400
105,2.257253646850586,67040
106,2.213656187057495,67680
107,2.203773021697998,68320
108,2.2045538425445557,68960
109,2.2497000694274902,69600
110,2.2167069911956787,70240
111,2.1747395992279053,70880
112,2.131657600402832,71520
113,2.1853201389312744,72160
114,2.1901159286499023,72800
115,2.1214916706085205,73440
116,2.1363942623138428,74080
117,2.149531364440918,74720
118,2.1283459663391113,75360
119,2.172348976135254,76000
120,2.0454747676849365,76640
121,2.16654634475708,77280
122,2.0963528156280518,77920
123,2.0872292518615723,78560
124,2.023386001586914,79200
125,2.04138445854187,79840
126,2.0282490253448486,80480
127,1.9424998760223389,81120
128,1.9720497131347656,81760
129,1.9765949249267578,82400
130,1.9277445077896118,83040
131,1.9070886373519897,83680
132,1.9029815196990967,84320
133,1.8355557918548584,84960
134,1.8476707935333252,85600
135,1.9329396486282349,86240
136,1.8362423181533813,86880
137,1.746656060218811,87520
138,1.794636845588684,88160
139,1.741020679473877,88800
140,1.5313535928726196,89440
141,1.6907016038894653,90080
142,1.6918139457702637,90720
143,1.6333374977111816,91360
144,1.6761729717254639,92000
145,1.5433449745178223,92640
146,1.6300950050354004,93280
147,1.604209065437317,93920
148,1.5992082357406616,94560
149,1.581711769104004,95200
150,1.4230824708938599,95840
151,1.4751445055007935,96480
152,1.593155860900879,97120
153,1.5046650171279907,97760
154,1.4601037502288818,98400
155,1.390940546989441,99040
156,1.3666808605194092,99680
157,1.3656572103500366,100320
158,1.2218399047851562,100960
159,1.6683350801467896,101600
160,1.256622076034546,102240
161,1.2346835136413574,102880
162,1.3182172775268555,103520
163,1.3423914909362793,104160
164,1.2894413471221924,104800
165,1.1849620342254639,105440
166,1.1382062435150146,106080
167,1.291565179824829,106720
168,1.0521422624588013,107360
169,1.2619726657867432,108000
170,1.1318601369857788,108640
171,1.1562280654907227,109280
172,1.089217185974121,109920
173,1.1214625835418701,110560
174,1.0508474111557007,111200
175,0.9041078090667725,111840
176,1.126655101776123,112480
177,1.0944424867630005,113120
178,1.0178086757659912,113760
179,1.2853106260299683,114400
180,1.0540670156478882,115040
181,1.2326222658157349,115680
182,1.0249885320663452,116320
183,1.0178580284118652,116960
184,1.0471616983413696,117600
185,1.0728647708892822,118240
186,0.9494211673736572,118880
187,1.0111616849899292,119520
