,losses,counter
0,2.2810797691345215,0
1,2.3120219707489014,640
2,2.3056516647338867,1280
3,2.2925240993499756,1920
4,2.3039307594299316,2560
5,2.2986676692962646,3200
6,2.313225746154785,3840
7,2.299542188644409,4480
8,2.3010895252227783,5120
9,2.3020176887512207,5760
10,2.3049275875091553,6400
11,2.298365831375122,7040
12,2.294497489929199,7680
13,2.302410840988159,8320
14,2.300058603286743,8960
15,2.2990825176239014,9600
16,2.3126397132873535,10240
17,2.305011749267578,10880
18,2.3018765449523926,11520
19,2.3134102821350098,12160
20,2.298861503601074,12800
21,2.3016433715820312,13440
22,2.3100342750549316,14080
23,2.2975828647613525,14720
24,2.2992849349975586,15360
25,2.288898468017578,16000
26,2.288982629776001,16640
27,2.289823532104492,17280
28,2.3045647144317627,17920
29,2.28185772895813,18560
30,2.2822701930999756,19200
31,2.2900946140289307,19840
32,2.2847511768341064,20480
33,2.276477813720703,21120
34,2.3009910583496094,21760
35,2.274937152862549,22400
36,2.2766618728637695,23040
37,2.27888560295105,23680
38,2.271136522293091,24320
39,2.260847806930542,24960
40,2.2544376850128174,25600
41,2.252171039581299,26240
42,2.2405033111572266,26880
43,2.2327940464019775,27520
44,2.2294106483459473,28160
45,2.221410036087036,28800
46,2.2228646278381348,29440
47,2.1883108615875244,30080
48,2.114243268966675,30720
49,2.139448881149292,31360
50,2.105720043182373,32000
51,2.128671169281006,32640
52,1.9989631175994873,33280
53,2.056612014770508,33920
54,1.9550163745880127,34560
55,1.9390133619308472,35200
56,1.868366003036499,35840
57,1.9299745559692383,36480
58,1.8055979013442993,37120
59,1.8467373847961426,37760
60,1.8067177534103394,38400
61,1.7263215780258179,39040
62,1.6454670429229736,39680
63,1.6518573760986328,40320
64,1.5189005136489868,40960
65,1.64774489402771,41600
66,1.6565468311309814,42240
67,1.5210354328155518,42880
68,1.462570309638977,43520
69,1.467179536819458,44160
70,1.3825767040252686,44800
71,1.3422751426696777,45440
72,1.5201964378356934,46080
73,1.295120120048523,46720
74,1.2623738050460815,47360
75,1.247937560081482,48000
76,1.2376700639724731,48640
77,1.1188148260116577,49280
78,1.258579969406128,49920
79,1.120620608329773,50560
80,1.1927837133407593,51200
81,1.1249455213546753,51840
82,0.9812403917312622,52480
83,1.0983481407165527,53120
84,0.9593859910964966,53760
85,1.0722144842147827,54400
86,0.8457326889038086,55040
87,0.8847466707229614,55680
88,1.0170766115188599,56320
89,0.8367435932159424,56960
90,0.8031949996948242,57600
91,0.988190233707428,58240
92,1.130031943321228,58880
93,0.9296320080757141,59520
94,0.6124149560928345,60000
95,0.8097408413887024,60640
96,0.8861725330352783,61280
97,0.8356239795684814,61920
98,0.8260581493377686,62560
99,0.8200949430465698,63200
100,0.7413700819015503,63840
101,0.8609232306480408,64480
102,0.8089999556541443,65120
103,0.8827294707298279,65760
104,0.6907704472541809,66400
105,0.6241644620895386,67040
106,0.6764822006225586,67680
107,0.679652214050293,68320
108,0.6843504309654236,68960
109,1.0347477197647095,69600
110,0.870085597038269,70240
111,0.7642151713371277,70880
112,0.5949191451072693,71520
113,0.6628881692886353,72160
114,1.051414132118225,72800
115,0.7825826406478882,73440
116,0.7599354982376099,74080
117,0.6897969841957092,74720
118,0.6079097986221313,75360
119,0.7067710757255554,76000
120,0.6147930026054382,76640
121,0.453311562538147,77280
122,0.725818395614624,77920
123,0.6526274085044861,78560
124,0.49375349283218384,79200
125,0.7044829726219177,79840
126,0.6198417544364929,80480
127,0.7327992916107178,81120
128,0.5873372554779053,81760
129,0.8048945069313049,82400
130,0.7267876267433167,83040
131,0.8661438226699829,83680
132,0.6512486338615417,84320
133,0.7255830764770508,84960
134,0.8565270304679871,85600
135,0.5885936617851257,86240
136,0.7577837109565735,86880
137,0.663356363773346,87520
138,0.596142053604126,88160
139,0.5958128571510315,88800
140,0.5930385589599609,89440
141,0.697615921497345,90080
142,0.6031494736671448,90720
143,0.6314730048179626,91360
144,0.7249963879585266,92000
145,0.7579580545425415,92640
146,0.7680497765541077,93280
147,0.533424437046051,93920
148,0.7359652519226074,94560
149,0.4882037341594696,95200
150,0.49402302503585815,95840
151,0.36779075860977173,96480
152,0.4699293076992035,97120
153,0.5083113312721252,97760
154,0.48905929923057556,98400
155,0.6077665090560913,99040
156,0.40006837248802185,99680
157,0.40823453664779663,100320
158,0.5627613663673401,100960
159,0.6353716254234314,101600
160,0.5534780621528625,102240
161,0.5440285205841064,102880
162,0.538823127746582,103520
163,0.478192001581192,104160
164,0.44901391863822937,104800
165,0.3499208092689514,105440
166,0.7095180153846741,106080
167,0.5247998833656311,106720
168,0.6220375895500183,107360
169,0.48830193281173706,108000
170,0.7056471705436707,108640
171,0.8292821645736694,109280
172,0.555582582950592,109920
173,0.47287365794181824,110560
174,0.49661511182785034,111200
175,0.44876307249069214,111840
176,0.4781448543071747,112480
177,0.7162952423095703,113120
178,0.5780037641525269,113760
179,0.6527582406997681,114400
180,0.5746849775314331,115040
181,0.5213227868080139,115680
182,0.7078784108161926,116320
183,0.5637366771697998,116960
184,0.5918938517570496,117600
185,0.670063316822052,118240
186,0.3132650852203369,118880
187,0.49525755643844604,119520
