,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
0,9.082185745239258,0.069033936,1.8452532291412354,1.6912227869033813,3.571819305419922,0.018789476,2.7395057678222656,2.195376396179199
1,8.424542427062988,0.06680435,1.845231294631958,2.050975799560547,3.8562679290771484,0.018210683,2.739500045776367,2.1485652923583984
2,9.999366760253906,0.0626764,1.8452339172363281,1.6105788946151733,3.9298794269561768,0.017575482,2.739441156387329,2.195361614227295
3,10.06395149230957,0.06589396,1.8452259302139282,1.5374882221221924,4.030861854553223,0.018226298,2.7393527030944824,2.2329702377319336
4,8.805614471435547,0.066429384,1.8452174663543701,1.8764880895614624,4.1115827560424805,0.018255595,2.739607572555542,2.141714096069336
5,10.548073768615723,0.06822184,1.8452417850494385,1.714812159538269,3.8673646450042725,0.018347828,2.739671468734741,2.333757162094116
6,11.335389137268066,0.06682241,1.8452495336532593,1.6296476125717163,3.4652273654937744,0.018267076,2.7397260665893555,2.396829605102539
7,8.290593147277832,0.06470916,1.8452575206756592,2.035036087036133,3.5357000827789307,0.018067762,2.7395222187042236,2.4721450805664062
8,7.052786827087402,0.06385585,1.8452668190002441,1.8138593435287476,2.270162343978882,0.01796424,2.739539861679077,2.2368698120117188
9,10.102834701538086,0.06718189,1.8452790975570679,1.6484652757644653,3.4531757831573486,0.01832813,2.7394824028015137,2.374572992324829
10,9.248397827148438,0.06682162,1.845275640487671,1.8446418046951294,3.9406652450561523,0.01815615,2.739508867263794,2.2018651962280273
11,10.310304641723633,0.06666561,1.8452790975570679,1.583427906036377,4.202875137329102,0.018495161,2.7395355701446533,2.3456780910491943
12,8.49072551727295,0.067114845,1.8452589511871338,1.9840061664581299,3.5862128734588623,0.018388141,2.7395429611206055,2.3216941356658936
13,8.391197204589844,0.0655814,1.8452789783477783,2.138619899749756,3.275156259536743,0.018004673,2.7395999431610107,2.4756054878234863
14,6.950663089752197,0.068146296,1.8452792167663574,2.116535186767578,3.255556583404541,0.018511407,2.7395401000976562,2.3346712589263916
15,6.644809722900391,0.068387516,1.845273733139038,2.111616611480713,3.324640989303589,0.018735941,2.739604949951172,2.2793314456939697
16,7.525424003601074,0.06693737,1.845285415649414,1.728257417678833,2.8824970722198486,0.018700432,2.7395598888397217,2.1993777751922607
17,9.01960563659668,0.065742105,1.8452845811843872,1.8045923709869385,3.459689140319824,0.01791582,2.7396011352539062,2.4729297161102295
18,10.083322525024414,0.068532236,1.8452980518341064,1.5314278602600098,3.7422170639038086,0.018558187,2.7396011352539062,2.3182427883148193
19,7.851536750793457,0.06536465,1.8452818393707275,2.2186131477355957,2.6251513957977295,0.017694391,2.7395713329315186,2.7792327404022217
20,8.3009033203125,0.06501346,1.8452587127685547,1.940765142440796,3.0521976947784424,0.01777644,2.739499568939209,2.3119051456451416
21,9.712272644042969,0.06892666,1.8452585935592651,1.7441326379776,3.71606183052063,0.018574083,2.7393717765808105,2.368950605392456
22,10.00411605834961,0.06602992,1.8452497720718384,1.6478779315948486,3.9431092739105225,0.018522691,2.7392802238464355,2.3273074626922607
23,9.322587966918945,0.06391909,1.8452461957931519,1.7718955278396606,4.053011417388916,0.017949304,2.739353895187378,2.100830078125
24,9.469145774841309,0.06719765,1.8452417850494385,1.7227678298950195,3.917154550552368,0.018369453,2.7394323348999023,2.285378932952881
25,7.932804107666016,0.06695539,1.8452659845352173,1.9648829698562622,3.796783685684204,0.018599194,2.7393994331359863,2.2874603271484375
26,8.517241477966309,0.066068895,1.8452727794647217,1.8461145162582397,3.6650779247283936,0.018397711,2.7394614219665527,2.182677745819092
27,7.528265953063965,0.06737734,1.8452966213226318,1.7332440614700317,2.874330520629883,0.018283892,2.7394661903381348,2.1785664558410645
28,7.93959379196167,0.066061676,1.8453201055526733,1.9311515092849731,3.2147867679595947,0.018203009,2.7394838333129883,2.5782835483551025
29,8.242334365844727,0.06541933,1.845284104347229,1.975026249885559,3.829099655151367,0.018005518,2.739530324935913,2.344764471054077
30,7.936861991882324,0.06540794,1.8452820777893066,2.0038647651672363,2.6652634143829346,0.017865214,2.7395596504211426,2.4481515884399414
31,9.376921653747559,0.06755767,1.845292568206787,1.749057650566101,4.120217800140381,0.018444272,2.7395944595336914,2.3127353191375732
32,7.87589693069458,0.065761894,1.8452788591384888,2.0080959796905518,3.554772138595581,0.018169533,2.7397446632385254,2.4264559745788574
33,10.56737995147705,0.0667144,1.8452852964401245,1.5067834854125977,4.510349273681641,0.018251648,2.7396087646484375,1.985274076461792
34,7.99407958984375,0.06589383,1.845293641090393,2.0025811195373535,2.6838457584381104,0.017925965,2.7395851612091064,2.641507148742676
35,10.134475708007812,0.06494708,1.8452990055084229,1.6601903438568115,3.883754014968872,0.01822766,2.7395036220550537,2.1005427837371826
36,7.911447525024414,0.06468787,1.845314621925354,2.122512102127075,3.557774066925049,0.017658854,2.739513397216797,2.4556057453155518
37,9.884543418884277,0.067262635,1.845300316810608,1.6838303804397583,3.6705944538116455,0.018337015,2.7395129203796387,2.2174136638641357
38,10.783100128173828,0.066045105,1.8453131914138794,1.5533267259597778,3.6901774406433105,0.018135132,2.73958683013916,2.5411770343780518
39,9.38959789276123,0.06629132,1.8452857732772827,1.842607021331787,3.925555944442749,0.018064449,2.7395706176757812,2.3130459785461426
40,7.744118690490723,0.06421649,1.845275640487671,2.022566080093384,3.6938059329986572,0.0178694,2.73944354057312,2.2551896572113037
41,8.648820877075195,0.06411557,1.8452664613723755,1.9464545249938965,2.6626811027526855,0.017736694,2.7394776344299316,2.634624719619751
42,8.614967346191406,0.065894954,1.8452683687210083,1.8565337657928467,3.3606863021850586,0.018116754,2.739323377609253,2.3554365634918213
43,10.69144344329834,0.06812764,1.8452788591384888,1.456836223602295,4.339950084686279,0.01875614,2.7392115592956543,2.026510000228882
44,9.39675521850586,0.0648811,1.845261573791504,1.8986886739730835,3.0794034004211426,0.017877007,2.739337682723999,2.5983848571777344
45,9.15530014038086,0.06495683,1.845262885093689,1.7397531270980835,3.9734601974487305,0.018016106,2.739447832107544,2.4333813190460205
46,8.549257278442383,0.06760696,1.8452812433242798,1.8125468492507935,4.123794078826904,0.018637624,2.7394328117370605,2.1746556758880615
47,8.758179664611816,0.0672485,1.8452787399291992,1.767311692237854,3.5994303226470947,0.018662017,2.7393953800201416,2.1849093437194824
48,11.327483177185059,0.069039434,1.8452608585357666,1.3282835483551025,4.889225006103516,0.018761752,2.73937726020813,1.859310269355774
49,7.714128017425537,0.06595126,1.8452473878860474,2.204857110977173,3.5770788192749023,0.01856272,2.7393910884857178,2.3258280754089355
50,8.111980438232422,0.06750876,1.8452662229537964,1.9279876947402954,3.516448736190796,0.018511415,2.7394628524780273,2.375960350036621
51,9.445411682128906,0.06948916,1.8452811241149902,1.6546134948730469,4.062741279602051,0.018611318,2.739349126815796,2.0509562492370605
52,10.60767936706543,0.06670521,1.8452857732772827,1.5026156902313232,3.648602247238159,0.01813757,2.739278554916382,2.499983310699463
53,10.168285369873047,0.06644088,1.845291018486023,1.487655520439148,4.175532817840576,0.018237066,2.7393505573272705,2.090599536895752
54,8.712346076965332,0.06702964,1.8453116416931152,1.913007140159607,3.6352076530456543,0.018692216,2.739398717880249,2.2143778800964355
55,6.780987739562988,0.06466058,1.84531569480896,1.9638186693191528,3.1022417545318604,0.018380165,2.7392547130584717,2.1750941276550293
56,9.154864311218262,0.06609842,1.8452852964401245,1.7817623615264893,4.068913459777832,0.018244062,2.739271640777588,2.2408223152160645
57,8.69089126586914,0.06831341,1.8452808856964111,1.9042810201644897,3.657472848892212,0.01859861,2.739422559738159,2.2665629386901855
58,8.911705017089844,0.064497754,1.8452765941619873,1.8607271909713745,3.3086626529693604,0.017719474,2.739398717880249,2.658625602722168
59,8.699317932128906,0.06768615,1.8452847003936768,1.776117205619812,3.530388832092285,0.018899119,2.739377021789551,2.214951992034912
60,10.213738441467285,0.06307455,1.8453319072723389,1.6115520000457764,4.000395774841309,0.018144827,2.7392423152923584,2.1579208374023438
61,9.466113090515137,0.06414602,1.8453505039215088,1.7530714273452759,3.4315526485443115,0.017805727,2.739182949066162,2.355428457260132
62,9.477423667907715,0.0677739,1.8453654050827026,1.8837732076644897,3.4044013023376465,0.01832955,2.739187002182007,2.422091484069824
63,9.667476654052734,0.06603714,1.8453845977783203,1.6798597574234009,4.093940734863281,0.018477093,2.739105701446533,2.199014663696289
64,8.703804016113281,0.06681823,1.845403790473938,1.9434820413589478,3.9352424144744873,0.018485134,2.738957405090332,2.1988348960876465
65,11.249791145324707,0.064378865,1.8453898429870605,1.4301276206970215,3.610426187515259,0.018249074,2.738894462585449,2.296934127807617
66,9.804699897766113,0.0664424,1.8454036712646484,1.6230074167251587,4.039168357849121,0.01806797,2.7389509677886963,2.1704299449920654
67,7.899986743927002,0.0673411,1.8454335927963257,1.9210423231124878,4.040452480316162,0.018575493,2.7390336990356445,1.9817936420440674
68,7.365606784820557,0.06260142,1.845412015914917,2.152722120285034,3.97029447555542,0.018008452,2.739006757736206,2.1401309967041016
69,8.572519302368164,0.06504028,1.8453781604766846,1.9391305446624756,3.4093880653381348,0.017804887,2.7390336990356445,2.4858710765838623
70,7.900825500488281,0.066837355,1.8453725576400757,2.0816686153411865,2.7614102363586426,0.01824627,2.738938808441162,2.5074870586395264
71,9.535115242004395,0.06722733,1.8454021215438843,1.7842543125152588,3.367779493331909,0.018000906,2.7389090061187744,2.503190279006958
72,6.798604488372803,0.06683612,1.8454203605651855,1.8682198524475098,3.7855982780456543,0.018475648,2.7388787269592285,2.0489728450775146
73,7.735912322998047,0.063516766,1.845418930053711,2.362530469894409,3.286921977996826,0.017487016,2.7387959957122803,2.393669366836548
74,9.263113975524902,0.06811948,1.845414161682129,1.9178884029388428,3.167236089706421,0.018301474,2.7387542724609375,2.3492252826690674
75,9.041531562805176,0.06586706,1.84540855884552,1.8394546508789062,3.793813467025757,0.018315054,2.7387259006500244,2.3041343688964844
76,7.564453601837158,0.06540916,1.8454160690307617,2.1256062984466553,3.5252933502197266,0.018208753,2.7388312816619873,2.386354923248291
77,8.03995132446289,0.064048655,1.8453903198242188,1.952602744102478,2.8451714515686035,0.017924558,2.738846778869629,2.541721820831299
78,8.74226188659668,0.068351,1.8454034328460693,1.894080638885498,4.306755542755127,0.018716758,2.738837957382202,2.038346529006958
79,8.424379348754883,0.06513922,1.8454161882400513,1.7406868934631348,3.4688189029693604,0.017923083,2.738830089569092,2.193033456802368
80,8.960341453552246,0.066720285,1.8454208374023438,1.869763731956482,3.5093650817871094,0.018629575,2.7388627529144287,2.440822124481201
81,7.792469024658203,0.06818556,1.8454288244247437,2.2060611248016357,3.013559103012085,0.018293174,2.7388103008270264,2.473508834838867
82,10.341938018798828,0.06455519,1.8454302549362183,1.5303997993469238,3.9268722534179688,0.018061917,2.7388033866882324,2.2358314990997314
83,8.850096702575684,0.06558266,1.8454062938690186,1.8643467426300049,3.598458766937256,0.017964395,2.7388598918914795,2.31732439994812
84,8.905804634094238,0.06748097,1.8454147577285767,1.7721079587936401,3.197599172592163,0.018278148,2.7388105392456055,2.3557353019714355
