,counter,losses
0,0,2.2929534912109375
1,640,2.2838430404663086
2,1280,2.3016161918640137
3,1920,2.3033554553985596
4,2560,2.2994463443756104
5,3200,2.3104867935180664
6,3840,2.3104262351989746
7,4480,2.284580945968628
8,5120,2.308687686920166
9,5760,2.301602840423584
10,6400,2.3195455074310303
11,7040,2.2894630432128906
12,7680,2.3108649253845215
13,8320,2.299138069152832
14,8960,2.290071725845337
15,9600,2.2991631031036377
16,10240,2.2926292419433594
17,10880,2.296691417694092
18,11520,2.3053958415985107
19,12160,2.300952672958374
20,12800,2.3019373416900635
21,13440,2.3091166019439697
22,14080,2.3031184673309326
23,14720,2.2928659915924072
24,15360,2.308077096939087
25,16000,2.291510820388794
26,16640,2.2926933765411377
27,17280,2.3031840324401855
28,17920,2.2972002029418945
29,18560,2.2914767265319824
30,19200,2.2923507690429688
31,19840,2.301846742630005
32,20480,2.3182640075683594
33,21120,2.2843759059906006
34,21760,2.2971951961517334
35,22400,2.2949106693267822
36,23040,2.2737739086151123
37,23680,2.298017978668213
38,24320,2.289020538330078
39,24960,2.286775588989258
40,25600,2.295593023300171
41,26240,2.2962613105773926
42,26880,2.288785219192505
43,27520,2.281916618347168
44,28160,2.2884905338287354
45,28800,2.2828257083892822
46,29440,2.28231143951416
47,30080,2.289569854736328
48,30720,2.2904629707336426
49,31360,2.2673041820526123
50,32000,2.2757890224456787
51,32640,2.274362802505493
52,33280,2.2623891830444336
53,33920,2.271834373474121
54,34560,2.2916529178619385
55,35200,2.2807211875915527
56,35840,2.247349262237549
57,36480,2.2598390579223633
58,37120,2.255180835723877
59,37760,2.228980779647827
60,38400,2.217449188232422
61,39040,2.220238208770752
62,39680,2.1820247173309326
63,40320,2.1690499782562256
64,40960,2.215925931930542
65,41600,2.1597697734832764
66,42240,2.136742353439331
67,42880,2.1822903156280518
68,43520,2.14638090133667
69,44160,2.092911958694458
70,44800,2.0788967609405518
71,45440,2.0964882373809814
72,46080,2.0551905632019043
73,46720,1.8878283500671387
74,47360,1.8604800701141357
75,48000,1.9578778743743896
76,48640,1.739315390586853
77,49280,1.8630949258804321
78,49920,1.5857417583465576
79,50560,1.732586145401001
80,51200,1.514451026916504
81,51840,1.7221825122833252
82,52480,1.5481557846069336
83,53120,1.5430413484573364
84,53760,1.534685730934143
85,54400,1.4817060232162476
86,55040,1.41750967502594
87,55680,1.417062759399414
88,56320,1.214241623878479
89,56960,1.3547890186309814
90,57600,1.2716081142425537
91,58240,1.024055004119873
92,58880,1.1541863679885864
93,59520,0.9875590801239014
94,60000,0.9778095483779907
95,60640,1.1549400091171265
96,61280,1.211874008178711
97,61920,0.886608362197876
98,62560,0.9564703702926636
99,63200,0.8215991258621216
100,63840,0.9906170964241028
101,64480,0.7881368398666382
102,65120,1.1896417140960693
103,65760,0.7555295825004578
104,66400,0.7525085806846619
105,67040,0.7595887184143066
106,67680,0.7385033965110779
107,68320,0.8223026990890503
108,68960,0.8338238000869751
109,69600,0.6855342984199524
110,70240,0.8675748109817505
111,70880,0.9902549982070923
112,71520,0.6124537587165833
113,72160,0.9745815992355347
114,72800,0.7042161226272583
115,73440,0.8085781931877136
116,74080,0.3646973669528961
117,74720,0.7103734016418457
118,75360,0.7763394117355347
119,76000,0.6407356262207031
120,76640,0.704378604888916
121,77280,0.7603586316108704
122,77920,0.8936231732368469
123,78560,0.6881425380706787
124,79200,0.4910667836666107
125,79840,0.6561891436576843
126,80480,0.6445356607437134
127,81120,0.605402946472168
128,81760,0.5761385560035706
129,82400,1.0331435203552246
130,83040,0.5785617232322693
131,83680,0.6918846964836121
132,84320,0.9136222004890442
133,84960,0.7597618103027344
134,85600,0.8216528296470642
135,86240,0.6973211765289307
136,86880,0.46399372816085815
137,87520,0.8752691149711609
138,88160,0.7713898420333862
139,88800,0.5170508027076721
140,89440,1.0285358428955078
141,90080,0.5744934678077698
142,90720,0.7708877921104431
143,91360,0.5400086045265198
144,92000,0.5211368203163147
145,92640,0.47229915857315063
146,93280,0.569693386554718
147,93920,0.5214695334434509
148,94560,0.5294150710105896
149,95200,0.9427144527435303
150,95840,0.38755080103874207
151,96480,0.6400288343429565
152,97120,0.5222470760345459
153,97760,0.3917824625968933
154,98400,0.5226206183433533
155,99040,0.5092788338661194
156,99680,0.522117018699646
157,100320,0.763659656047821
158,100960,0.6349425315856934
159,101600,0.7921642661094666
160,102240,0.45901986956596375
161,102880,0.9265235662460327
162,103520,0.6659190654754639
163,104160,0.5872856378555298
164,104800,0.6194151639938354
165,105440,0.30615514516830444
166,106080,0.2976914644241333
167,106720,0.6880093216896057
168,107360,0.7424944043159485
169,108000,0.5780612230300903
170,108640,0.5518949031829834
171,109280,0.4859635531902313
172,109920,0.5403792858123779
173,110560,0.5903047919273376
174,111200,0.4436817169189453
175,111840,0.5674895644187927
176,112480,0.5844129920005798
177,113120,0.39921748638153076
178,113760,0.7163453698158264
179,114400,0.7474139332771301
180,115040,0.388694703578949
181,115680,0.3808373510837555
182,116320,0.5886378884315491
183,116960,0.5353350639343262
184,117600,0.5584584474563599
185,118240,0.5328578352928162
186,118880,0.675456702709198
187,119520,0.332794725894928
