,A_mu_list_1,A_mu_list_2,Average_list_1,Average_list_2,F_mu_list_1,F_mu_list_2,M_list_1,M_list_2
0,0.0,0.0,0.124086,0.04732618,0.0,,10.169140815734863,2.2836716175079346
1,2.1906693039447367e-12,,0.1302456,0.048282422,,0.0,11.016714096069336,2.3293826580047607
2,0.0,0.0,0.13150898,0.04869796,1.9688782691955566,4.881529624967129e-10,9.517879486083984,2.256708860397339
3,0.017346568405628204,,0.13135622,0.048679348,1.9689189195632935,,8.39528751373291,2.709282875061035
4,0.013164481148123741,,0.129531,0.04797021,8456228352.0,9004564480.0,9.517974853515625,2.649972677230835
5,,0.0,0.13086322,0.04867833,4.584131407803227e-10,0.0,11.794671058654785,2.0099167823791504
6,,0.0,0.12988672,0.047735684,1.9688624143600464,,8.422056198120117,2.6035218238830566
7,0.0,0.07860641926527023,0.13373032,0.048744585,0.0,,9.83636474609375,2.506140947341919
8,,0.09992056339979172,0.124969885,0.046721507,,0.0,9.166016578674316,2.135159969329834
9,0.0,,0.13390881,0.048791654,,4.882080850698856e-10,9.823287010192871,2.416710138320923
10,0.0,0.0,0.1304476,0.04859717,0.0,4.882246829041037e-10,11.965195655822754,2.166931629180908
11,,0.0,0.12877774,0.048451263,,0.0,10.545866966247559,2.4933462142944336
12,62074236.0,0.0,0.12881604,0.04798986,4.5840506390781854e-10,4.882473869649573e-10,10.042102813720703,2.4213712215423584
13,3.8668066144886826e-12,,0.12927143,0.04813095,0.0,2.0968456268310547,9.168960571289062,2.570472240447998
14,96197376.0,0.07817574590444565,0.12668099,0.04771733,,9005928448.0,7.474379539489746,2.2533700466156006
15,,0.0,0.1261104,0.046848435,0.0,,7.953425884246826,1.7678053379058838
16,0.011563930660486221,0.0,0.126231,0.048416656,,0.0,10.908246994018555,2.585393190383911
17,0.01003529503941536,383749056.0,0.1304988,0.04819614,0.0,0.0,11.720155715942383,2.1993141174316406
18,0.011016959324479103,0.08143214881420135,0.12612557,0.047748514,4.5843601137462997e-10,,11.064008712768555,2.2208800315856934
