,A_mu_list_1,A_mu_list_2,Average_list_1,Average_list_2,F_mu_list_1,F_mu_list_2,M_list_1,M_list_2
0,0.0,0.02480580098927021,0.4203635,0.3202898,2.083010196685791,2.1556620597839355,10.32165241241455,6.835953712463379
1,0.0,0.029612775892019272,0.2779771,0.22551505,4.849918799898489e-10,,8.62424373626709,5.891270637512207
2,,116463760.0,0.31770292,0.25966698,8946523136.0,5.019069604372817e-10,8.092121124267578,6.168492317199707
3,,97605888.0,0.3474314,0.30202132,,0.0,9.514212608337402,6.8244099617004395
4,,0.0,0.2941741,0.24645945,2.0830037593841553,5.019420989960111e-10,8.111804008483887,5.968222618103027
5,4.151242717631565e-12,,0.3097022,0.2585409,4.849846080290376e-10,0.0,7.877318859100342,5.9201531410217285
6,0.0,,0.29751617,0.22298703,0.0,,7.5222249031066895,4.65203332901001
7,3.1815361976883505e-12,,0.33148018,0.24186316,0.0,,9.489832878112793,5.070368766784668
8,,0.0,0.30968213,0.2671579,,5.019428761521283e-10,8.72307300567627,6.813348293304443
9,,0.0,0.3344726,0.26402366,0.0,9258967040.0,9.256302833557129,6.179041862487793
10,,0.018507247790694237,0.40456995,0.36688957,8946574336.0,,9.881402969360352,8.065768241882324
11,5.975500476373963e-12,0.0,0.2825236,0.21951485,8946553856.0,,6.563323020935059,5.097423553466797
12,,,0.35997042,0.31795043,,,10.512868881225586,6.779461860656738
13,0.0,,0.36572886,0.2921777,4.849787238470071e-10,,9.321394920349121,6.351138114929199
14,3.851504618707091e-12,0.0,0.2803347,0.23834562,2.082942008972168,,7.7093634605407715,6.072721004486084
15,,4.437659874984012e-12,0.40240142,0.3644896,8946216960.0,2.155590295791626,11.800830841064453,8.150529861450195
16,,0.0,0.28508952,0.25783736,,,8.668524742126465,6.2984700202941895
17,,,0.30878654,0.2475903,8946160640.0,0.0,7.612872123718262,5.326053619384766
18,,105997888.0,0.3351505,0.29244176,,0.0,9.522055625915527,6.274862766265869
19,0.0,,0.4095947,0.31371686,8946136064.0,0.0,10.020782470703125,6.557829856872559
20,0.0,,0.27012962,0.18089023,,2.155475616455078,6.447728633880615,4.512884616851807
21,,0.0,0.29202312,0.22515254,,9257700352.0,7.2580437660217285,4.919192314147949
22,0.0,0.0,0.42639643,0.32944715,2.0829927921295166,,10.170416831970215,7.006486415863037
23,0.0,,0.351381,0.24455337,,,8.889427185058594,6.075521469116211
24,0.00783208291977644,,0.43564412,0.3852219,4.849927126571174e-10,0.0,10.85474681854248,8.420188903808594
25,0.02154412306845188,0.0,0.27652326,0.23911536,2.0830397605895996,,7.526048183441162,5.8512678146362305
26,0.0,142339456.0,0.2938353,0.22775702,0.0,9258996736.0,9.155701637268066,5.142555236816406
27,,0.019824447110295296,0.3851597,0.3402893,0.0,,11.685261726379395,7.052663326263428
28,0.01571059413254261,0.0,0.28927174,0.24483676,2.0830438137054443,0.0,7.905608177185059,5.72768497467041
29,3.974696006353584e-12,,0.3049787,0.24139707,,,8.147196769714355,5.726397514343262
30,0.0,,0.36021394,0.27474186,,2.1556594371795654,9.41883659362793,6.316264629364014
31,0.0,,0.34448123,0.3082598,4.849960988373425e-10,,10.485130310058594,7.343493461608887
32,0.0,0.028050435706973076,0.34265113,0.2687061,,5.019108462178679e-10,9.252286911010742,5.799112796783447
33,0.0,93148496.0,0.38885874,0.32127744,4.849936008355371e-10,9258846208.0,10.723221778869629,8.22862720489502
34,,0.0,0.28478506,0.23619838,,5.019032967013004e-10,8.547168731689453,5.739100933074951
35,,,0.3373007,0.28847268,2.0830469131469727,9258626048.0,8.6759614944458,6.826283931732178
36,89602816.0,0.0,0.29960877,0.23171167,,,7.978915691375732,4.861741065979004
37,5.145567132103235e-12,,0.26961204,0.21805449,,5.019122339966486e-10,7.187589168548584,4.699248313903809
38,4.106580093338197e-12,0.025196818634867668,0.3332251,0.2693217,0.0,,7.975959777832031,5.917828559875488
39,0.0064471629448235035,0.016795922070741653,0.45375612,0.4083828,,9258309632.0,11.750690460205078,8.591985702514648
40,0.0,77546768.0,0.3941075,0.37496203,8946714624.0,,10.981034278869629,8.108821868896484
41,,0.03427392616868019,0.31971473,0.22836776,,9258371072.0,8.074813842773438,4.633312702178955
42,0.010487819090485573,,0.37927914,0.30581135,0.0,,10.243706703186035,6.691270351409912
43,82801984.0,,0.28620327,0.22921626,0.0,0.0,7.605884552001953,4.847838401794434
44,5.325659618166112e-12,0.0,0.30512598,0.21899393,,,6.587165832519531,4.317122936248779
45,,0.0,0.29767337,0.26387635,,,8.586507797241211,5.769293785095215
46,,0.02191621996462345,0.29997563,0.27773118,4.850113644039311e-10,9258801152.0,9.04520034790039,6.788395404815674
47,0.0,0.0,0.35340098,0.28498593,,0.0,8.955428123474121,7.102860450744629
48,,120572928.0,0.35239527,0.27011663,0.0,,9.12757396697998,6.195755958557129
49,,0.02885393612086773,0.29717675,0.2426662,,0.0,7.958613872528076,5.447600841522217
50,,5.438094419218942e-12,0.3961251,0.30791894,,,9.757879257202148,7.876770973205566
51,49302172.0,5.768685008844532e-12,0.35948098,0.2971369,,0.0,9.91827392578125,6.074539661407471
52,79410976.0,7.136371354965476e-12,0.2869878,0.23942702,4.8499237959021e-10,5.019409887729864e-10,8.08385944366455,5.303285598754883
53,51298516.0,,0.36321208,0.28746736,8946513920.0,9259208704.0,9.703021049499512,6.001269817352295
54,0.013737472705543041,0.0,0.3130549,0.26873806,0.0,9259655168.0,9.982439994812012,6.939502716064453
55,,0.0,0.2576961,0.21305196,,,6.382064342498779,4.394364833831787
56,0.0,0.02683495171368122,0.2995357,0.24852023,4.849908807891268e-10,9259792384.0,7.953526020050049,4.758662700653076
57,,0.028400499373674393,0.3174165,0.24961297,,2.1558549404144287,7.488229274749756,5.479382514953613
58,0.0,0.01913592778146267,0.37421325,0.33896995,8946535424.0,,10.663119316101074,7.707881450653076
59,0.0,,0.3602529,0.3012797,2.0830190181732178,,9.236405372619629,6.993346214294434
60,,0.0,0.31700742,0.23724917,4.849777801574362e-10,9258796032.0,7.631591796875,4.719496250152588
61,,5.803608895543766e-12,0.32362202,0.27752247,,2.155738353729248,8.956542015075684,6.233875751495361
62,,,0.30784547,0.27529246,2.0829226970672607,5.019212823142993e-10,8.475414276123047,6.380245685577393
63,,0.025135891512036324,0.33117983,0.2866006,4.849668444606436e-10,9259226112.0,10.603569030761719,6.645320892333984
64,0.0,,0.2995336,0.25884908,,,8.44560432434082,6.375266075134277
65,,,0.27934027,0.22246246,0.0,9259602944.0,7.8552165031433105,5.014212131500244
66,0.011251085437834263,4.985136001917079e-12,0.34721532,0.30835477,,,9.990049362182617,7.552459239959717
67,,7.599089760224054e-12,0.27444974,0.2180217,0.0,,7.436007022857666,5.0246686935424805
68,2.48336420871631e-12,,0.37466258,0.27920017,,9260172288.0,9.772989273071289,6.420263290405273
69,0.0,,0.3486972,0.2828974,,,9.385522842407227,5.706662654876709
70,,1.126461510875254e-11,0.26364473,0.17596285,8945970176.0,,5.460537433624268,3.7755661010742188
71,2.1797273187795785e-12,0.02207275852560997,0.35811484,0.3191994,,9260197888.0,11.730733871459961,7.408999919891357
72,0.016107017174363136,0.0,0.3227451,0.25457788,0.0,0.0,8.45460319519043,6.394118785858154
73,,0.0,0.26198104,0.20241185,,0.0,6.169187068939209,4.844142913818359
74,0.0,,0.32558307,0.25184304,0.0,0.0,8.814974784851074,6.41147518157959
75,0.01274934969842434,0.0,0.35262376,0.29099697,0.0,,9.325166702270508,6.728558540344238
76,0.0,0.023896725848317146,0.37133706,0.29889044,,2.156092405319214,9.594083786010742,5.892312049865723
77,0.012119668535888195,0.0,0.34412596,0.27563065,,0.0,9.599042892456055,6.782565593719482
78,,0.0,0.32942513,0.2620941,4.84942919154463e-10,,8.690024375915527,5.633312225341797
79,0.0,,0.30059707,0.27626905,0.0,,9.080521583557129,6.789229869842529
80,,0.0,0.37866858,0.26558548,,0.0,8.640783309936523,6.216989040374756
81,,163226864.0,0.26581398,0.19578181,,,6.8437581062316895,5.012707710266113
82,3.465202950969637e-12,0.021975954994559288,0.31372806,0.2885469,0.0,,8.637187957763672,6.836997985839844
83,,6.184459194757963e-12,0.31700462,0.2621116,0.0,,8.793421745300293,6.108017921447754
84,0.0,170814656.0,0.3018815,0.2092448,4.849186607813749e-10,2.1563098430633545,8.029461860656738,4.073985576629639
85,,,0.33545372,0.29078227,4.849042278820548e-10,0.0,9.509832382202148,7.877595901489258
86,,,0.36399263,0.28120318,,,10.0451078414917,6.015447616577148
87,,7.51383417291196e-12,0.28851512,0.23159298,2.082646131515503,5.020335258620889e-10,9.544381141662598,5.6914286613464355
88,,,0.2986488,0.23799667,8944844800.0,,8.188124656677246,5.2422099113464355
89,0.014146034605801105,96821816.0,0.3335695,0.2801939,0.0,0.0,8.701187133789062,8.189416885375977
90,0.0,0.0,0.3516693,0.28791577,0.0,,9.060443878173828,6.32750129699707
91,,6.980972657583129e-12,0.32583708,0.24778719,0.0,5.020568405456061e-10,8.279735565185547,5.3718671798706055
92,,4.859221532094171e-12,0.35942334,0.3231222,,5.020557858337327e-10,12.027649879455566,7.756082534790039
93,0.0,,0.33750582,0.28169245,,2.15641450881958,9.271646499633789,6.453807830810547
94,3.4903755233295364e-12,0.028471756726503372,0.34750473,0.26533094,8944765952.0,0.0,8.397656440734863,5.307270050048828
95,,,0.29794833,0.23520415,,,8.969135284423828,6.398554801940918
96,,0.02798290178179741,0.26772344,0.22787061,4.848965118320336e-10,0.0,7.355774402618408,6.668615818023682
97,,0.027813486754894257,0.31411535,0.25906935,8944701440.0,2.156679391860962,9.042742729187012,5.92681360244751
98,,0.0,0.34564018,0.3051412,,,9.575486183166504,7.189698696136475
99,0.012056723237037659,,0.34925556,0.29152423,2.0825510025024414,,9.351752281188965,7.334013938903809
100,,0.0,0.25839177,0.17703417,,5.021417726069899e-10,7.062801361083984,4.398670196533203
101,3.713285321588211e-12,0.0,0.28992835,0.25829917,,0.0,8.063506126403809,6.869307041168213
102,0.02208670973777771,,0.25539908,0.21541914,,2.1567952632904053,6.611131191253662,5.646826267242432
103,,0.02962413989007473,0.28556126,0.23201513,,,7.720853328704834,5.939503192901611
104,,0.03586806356906891,0.31026047,0.22133651,8944306176.0,2.1568548679351807,7.259308338165283,4.6088948249816895
105,,,0.37314063,0.31667477,0.0,0.0,10.465917587280273,6.947577953338623
106,0.011649144813418388,,0.34946638,0.2807653,,5.021912330427369e-10,9.642253875732422,5.883327960968018
107,0.009876049123704433,6.769008530776999e-12,0.39659756,0.27709478,0.0,5.022089966111309e-10,9.693455696105957,5.973222255706787
108,,0.026306627318263054,0.34079438,0.27224,,,9.415462493896484,6.3173441886901855
109,0.0,,0.34632915,0.29883525,0.0,,8.610342025756836,6.788938522338867
110,,0.026477057486772537,0.33195668,0.27326682,0.0,0.0,8.646444320678711,6.188798427581787
111,0.0,5.76682321687394e-12,0.33943173,0.28770036,,2.1568667888641357,9.219901084899902,6.0366621017456055
112,,,0.34815365,0.27624515,,2.156871795654297,9.416322708129883,6.344022274017334
113,62181324.0,0.0,0.33336195,0.26675662,0.0,,8.661685943603516,6.297924518585205
114,0.0,0.0,0.36113295,0.28578633,8943735808.0,,9.767284393310547,6.159125328063965
115,,,0.3354064,0.2633949,0.0,2.1569840908050537,9.322908401489258,6.0121941566467285
116,0.0,0.0,0.3754291,0.2897399,,2.1569206714630127,9.98291301727295,6.180934906005859
117,0.0,0.02248106151819229,0.37194237,0.30961585,8943628288.0,0.0,10.255311012268066,7.595762729644775
118,0.0,0.022244080901145935,0.36536446,0.30073354,0.0,5.021838500596232e-10,8.399087905883789,6.09691858291626
119,0.013128812424838543,,0.33436057,0.25213355,8943585280.0,5.021956184236842e-10,9.537677764892578,5.733918190002441
120,,0.0,0.35920432,0.27294785,,0.0,9.536596298217773,6.066888809204102
121,,,0.39904475,0.31750822,0.0,,9.416040420532227,7.469215393066406
122,0.0,,0.3391439,0.26069456,8943347712.0,2.1568243503570557,8.898669242858887,5.522454261779785
123,,,0.33642045,0.28088015,0.0,2.1567723751068115,10.833879470825195,7.1150970458984375
124,0.0,4.468830253762102e-12,0.40399858,0.35989988,4.848158541292946e-10,0.0,10.528468132019043,7.524153709411621
125,3.72309951965355e-12,0.0,0.29424852,0.2672888,0.0,5.021652538239607e-10,9.329252243041992,6.62630033493042
126,0.009215006604790688,0.0,0.41204268,0.33440638,0.0,2.1568126678466797,10.10958194732666,7.218447685241699
