,A_mu_list_1,A_mu_list_2,Average_list_1,Average_list_2,F_mu_list_1,F_mu_list_2,M_list_1,M_list_2
0,,6.634827236229324e-12,0.33000302,0.2621848,,,7.9398932456970215,6.114355564117432
1,,0.0,0.34330708,0.29047355,0.0,,8.647239685058594,7.09026575088501
2,77748912.0,0.0,0.34174165,0.2501022,0.0,0.0,8.253535270690918,4.484030246734619
3,,,0.3408902,0.2838835,2.162219762802124,,8.245796203613281,5.754140377044678
4,76819832.0,0.0,0.34076887,0.2353107,0.0,8937019392.0,7.730466842651367,4.861366271972656
5,,0.022478504106402397,0.3587179,0.30323833,,,8.828512191772461,5.8512654304504395
6,106206168.0,,0.31354162,0.24055687,2.1622061729431152,,6.6460490226745605,4.619388103485107
7,,0.0,0.3039033,0.26160493,,,7.117059230804443,6.839420795440674
8,0.0,0.0,0.36399242,0.2963424,2.162281036376953,,8.762462615966797,6.695144176483154
9,,0.0,0.37492293,0.30142623,,0.0,9.471098899841309,6.422576427459717
10,,0.0,0.36118296,0.2918721,,,9.284337997436523,6.405949115753174
11,3.67806696557893e-12,6.066727415571238e-12,0.36974528,0.29612163,0.0,,8.655309677124023,5.836668968200684
12,0.015657996758818626,0.0,0.32721552,0.29399323,,8935565312.0,8.293661117553711,7.305596828460693
13,,0.0,0.42822373,0.34738827,9286473728.0,0.0,11.474015235900879,7.652719020843506
14,0.0,127119816.0,0.3922056,0.29177514,,,9.946667671203613,5.971435546875
15,,,0.3197431,0.24714574,2.162269353866577,,7.708236217498779,5.834524154663086
16,,,0.3292624,0.26590887,2.162255048751831,,8.772126197814941,5.438997268676758
17,,,0.37913954,0.32253867,,,9.738240242004395,6.605443477630615
18,4.337893325795372e-12,0.03072281926870346,0.33328977,0.25942516,0.0,,8.298410415649414,5.647019386291504
19,0.01217355951666832,,0.39258122,0.29955444,0.0,4.846246737244542e-10,9.165021896362305,6.173773765563965
20,,105073944.0,0.3563423,0.29364693,2.162435531616211,0.0,9.126166343688965,6.115882873535156
21,,,0.3622308,0.27999872,9287872512.0,0.0,9.170913696289062,5.967428207397461
22,,152013056.0,0.32226917,0.23074964,,,7.330801963806152,4.050675868988037
23,,0.0,0.3599593,0.28643498,,0.0,8.51240062713623,6.131796836853027
24,,0.030901238322257996,0.41624674,0.28865638,,2.08315110206604,11.297236442565918,6.306788444519043
25,0.0,0.0,0.39230502,0.29754844,0.0,,9.25328540802002,6.385059356689453
26,,,0.41305146,0.34872052,0.0,,10.172405242919922,8.889022827148438
27,0.010897453874349594,4.939315883384365e-12,0.42153767,0.34376755,5.035787897789135e-10,0.0,9.556821823120117,6.837180137634277
28,0.0,0.0,0.37528202,0.3078422,5.035577510525968e-10,,9.585159301757812,6.481259822845459
29,,0.0,0.401578,0.30497172,5.035621919446953e-10,8945135616.0,9.891999244689941,6.252692222595215
30,76585824.0,92784776.0,0.33979112,0.30823678,,2.0829050540924072,8.178009986877441,6.203458786010742
31,0.010688291862607002,0.0,0.4183454,0.34618896,,0.0,10.123534202575684,6.871580600738525
32,,126184168.0,0.4010604,0.2849509,0.0,8946065408.0,10.429704666137695,6.056964874267578
33,,0.0,0.33260506,0.26987153,,,8.671639442443848,6.292306423187256
34,0.0,,0.40224656,0.2804932,9290442752.0,8948132864.0,8.814163208007812,7.249344348907471
35,0.0,129970576.0,0.32827866,0.2576173,,0.0,7.050294876098633,5.299921035766602
36,94261104.0,0.0,0.3036167,0.22549358,0.0,4.851142265671626e-10,6.521270751953125,4.8688740730285645
37,64037892.0,,0.3355771,0.27238637,2.1631743907928467,4.851660184712614e-10,8.570902824401855,6.237733840942383
38,3.1746458760417706e-12,0.0,0.38970885,0.28685614,,,8.670132637023926,6.349045753479004
39,0.0,,0.37962204,0.32535392,,,10.2489595413208,6.910748481750488
40,,0.0,0.40102616,0.27367735,,2.083909273147583,8.782746315002441,5.503169536590576
41,0.0,0.0,0.38356355,0.2972909,5.036191463858586e-10,0.0,10.946206092834473,5.180186748504639
42,0.0,0.0,0.3896253,0.33695003,2.162973403930664,,10.498026847839355,7.157642841339111
43,0.0,,0.40189046,0.34220734,0.0,,9.601612091064453,7.068493366241455
