,counter,losses
0,0,2.2967309951782227
1,640,2.3148980140686035
2,1280,2.308680772781372
3,1920,2.3085803985595703
4,2560,2.291558027267456
5,3200,2.3056483268737793
6,3840,2.2909786701202393
7,4480,2.303227663040161
8,5120,2.306851387023926
9,5760,2.3035898208618164
10,6400,2.3039181232452393
11,7040,2.305776834487915
12,7680,2.294797897338867
13,8320,2.30169415473938
14,8960,2.2873082160949707
15,9600,2.286038875579834
16,10240,2.2995102405548096
17,10880,2.2965102195739746
18,11520,2.302583694458008
19,12160,2.3061578273773193
20,12800,2.2999305725097656
21,13440,2.299604654312134
22,14080,2.308140277862549
23,14720,2.2894420623779297
24,15360,2.3025827407836914
25,16000,2.2985119819641113
26,16640,2.297139883041382
27,17280,2.2904443740844727
28,17920,2.2994019985198975
29,18560,2.293966054916382
30,19200,2.297370195388794
31,19840,2.2891533374786377
32,20480,2.290525197982788
33,21120,2.281989574432373
34,21760,2.282670259475708
35,22400,2.293572187423706
36,23040,2.2953312397003174
37,23680,2.294712781906128
38,24320,2.304111957550049
39,24960,2.2939085960388184
40,25600,2.295067548751831
41,26240,2.2834393978118896
42,26880,2.2839455604553223
43,27520,2.293196439743042
44,28160,2.2643229961395264
45,28800,2.271416425704956
46,29440,2.290480136871338
47,30080,2.250739097595215
48,30720,2.266200065612793
49,31360,2.2402915954589844
50,32000,2.2121052742004395
51,32640,2.21657657623291
52,33280,2.204327344894409
53,33920,2.090700626373291
54,34560,2.0506885051727295
55,35200,1.8859754800796509
56,35840,1.766362190246582
57,36480,1.6226872205734253
58,37120,1.2736647129058838
59,37760,1.2817593812942505
60,38400,1.2056602239608765
61,39040,1.2216238975524902
62,39680,1.0584596395492554
63,40320,1.0410382747650146
64,40960,0.7990817427635193
65,41600,0.9828917384147644
66,42240,0.993262529373169
67,42880,0.7504745125770569
68,43520,0.9124425649642944
69,44160,0.8561528921127319
70,44800,0.6970354914665222
71,45440,1.1071940660476685
72,46080,0.5425597429275513
73,46720,0.8670090436935425
74,47360,0.8661109805107117
75,48000,0.485834002494812
76,48640,0.8221514225006104
77,49280,0.8735784292221069
78,49920,0.74554842710495
79,50560,0.5387671589851379
80,51200,0.6086726188659668
81,51840,0.6498062014579773
82,52480,0.9547187685966492
83,53120,0.7271198034286499
84,53760,1.0044174194335938
85,54400,0.629941463470459
86,55040,0.8217744827270508
87,55680,0.8750367164611816
88,56320,0.8825594782829285
89,56960,0.6026806235313416
90,57600,0.5974991321563721
91,58240,0.7115461230278015
92,58880,0.4901050627231598
93,59520,0.6019271016120911
94,60000,0.6312885284423828
95,60640,0.7140956521034241
96,61280,0.592806875705719
97,61920,0.5481418371200562
98,62560,0.6532537341117859
99,63200,0.37981393933296204
100,63840,0.6076509952545166
101,64480,0.46945223212242126
102,65120,0.2984292805194855
103,65760,0.5667197108268738
104,66400,0.6174828410148621
105,67040,0.8108142614364624
106,67680,0.6697940826416016
107,68320,0.7125101089477539
108,68960,0.7007782459259033
109,69600,0.6333422064781189
110,70240,0.5790266394615173
111,70880,0.6871737241744995
112,71520,0.49594295024871826
113,72160,0.6898216009140015
114,72800,0.6248144507408142
115,73440,0.4958520829677582
116,74080,0.43660205602645874
117,74720,0.2739948034286499
118,75360,0.29332149028778076
119,76000,0.7292292714118958
120,76640,0.6105573177337646
121,77280,0.39536064863204956
122,77920,0.44900572299957275
123,78560,0.2952572703361511
124,79200,0.5737255811691284
125,79840,0.7665665745735168
126,80480,0.6536397337913513
127,81120,0.7141043543815613
128,81760,0.4074619710445404
129,82400,0.5734567046165466
130,83040,0.4154018759727478
131,83680,0.5922948122024536
132,84320,0.170929417014122
133,84960,0.6172813177108765
134,85600,0.498742014169693
135,86240,0.4315170347690582
136,86880,0.6980743408203125
137,87520,0.504274308681488
138,88160,0.5108369588851929
139,88800,0.5246862173080444
140,89440,0.4003053605556488
141,90080,0.23015514016151428
142,90720,0.6786922216415405
143,91360,0.5888048410415649
144,92000,0.2861537039279938
145,92640,0.5078035593032837
146,93280,0.32659927010536194
147,93920,0.20416754484176636
148,94560,0.2792639136314392
149,95200,0.4407344460487366
150,95840,0.6766119599342346
151,96480,0.5065333843231201
152,97120,0.6904278993606567
153,97760,0.5535582304000854
154,98400,0.3014535903930664
155,99040,0.35870879888534546
156,99680,0.484250009059906
157,100320,0.3022383451461792
158,100960,0.45890530943870544
159,101600,0.19946083426475525
160,102240,0.5253602266311646
161,102880,0.422501802444458
162,103520,0.40735265612602234
163,104160,0.5424546003341675
164,104800,0.31777167320251465
165,105440,0.44444888830184937
166,106080,0.4937971532344818
167,106720,0.669252872467041
168,107360,0.3322870135307312
169,108000,0.5837627053260803
170,108640,0.4638848900794983
171,109280,0.43508419394493103
172,109920,0.3302254378795624
173,110560,0.23103252053260803
174,111200,0.37402188777923584
175,111840,0.4851260781288147
176,112480,0.4605686664581299
177,113120,0.5886648297309875
178,113760,0.5437443256378174
179,114400,0.258628249168396
180,115040,0.33758771419525146
181,115680,0.44251149892807007
182,116320,0.4555979073047638
183,116960,0.5899657607078552
184,117600,0.3369161784648895
185,118240,0.38541749119758606
186,118880,0.3475155830383301
187,119520,0.5248517394065857
